org_number,legal_name,sni_code,sni_description
559118-4519,Per Anderson i Torpa AB,66220,Verksamhet utförd av försäkringsombud och försäkringsmäklare
559118-4519,Per Anderson i Torpa AB,01110,"Odling av spannmål (utom ris), baljväxter och oljeväxter"
559118-4519,Per Anderson i Torpa AB,02101,Skogsförvaltning
556769-7247,Hällefors Vandrarhem AB,55201,Vandrarhemsverksamhet
559121-8630,MEDA CARS AB,45110,Handel med personbilar och lätta motorfordon
556632-6053,Mega Optik i Örebro Aktiebolag,47781,Specialiserad butikshandel med glasögon och andra optiska artiklar utom fotoutrustning
559329-5545,Linus VVS i Karlskoga AB,43221,Värme- och sanitetsarbeten
559382-7941,TIQQE HealthOps AB,85510,Sport- och fritidsutbildning
559225-6761,Fastighetsbolaget Langda4 AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556714-3333,Örebro Markisfabrik Aktiebolag,46410,Partihandel med textilier
556714-3333,Örebro Markisfabrik Aktiebolag,13922,"Tillverkning av presenningar, tält, segel o.d."
556447-8146,My Way Music Aktiebolag,90030,Litterärt och konstnärligt skapande
556447-8146,My Way Music Aktiebolag,90010,Artistisk verksamhet
556447-8146,My Way Music Aktiebolag,90020,Stödtjänster till artistisk verksamhet
556993-4911,Karma of Sweden AB,70220,Konsultverksamhet avseende företags organisation
556993-4911,Karma of Sweden AB,15120,"Tillverkning av reseffekter, handväskor, sadel- och seldon m. m."
556771-7490,LVJ Örebro AB,43120,Mark- och grundarbeten
556771-7490,LVJ Örebro AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559083-6523,Nylins Maskinservice AB,33120,Reparation av maskiner
559083-6523,Nylins Maskinservice AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556968-6735,Norbergs Konfektyr AB,10710,Tillverkning av mjukt matbröd och färska bakverk
556755-3796,ARMexia AB,47772,Specialiserad butikshandel med guldsmedsvaror och smycken
556755-3796,ARMexia AB,46720,Partihandel med metaller och metallmalmer
556755-3796,ARMexia AB,47919,Postorderhandel och detaljhandel på Internet med övriga varor
556755-3796,ARMexia AB,47722,"Specialiserad butikshandel med väskor, reseffekter och lädervaror"
559386-7491,Karlskoga bil & taxi AB,45110,Handel med personbilar och lätta motorfordon
559386-7491,Karlskoga bil & taxi AB,49320,Taxitrafik
559386-7491,Karlskoga bil & taxi AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556683-8826,Trailercentralen i Örebro AB,45192,"Handel med husvagnar, husbilar, släpfordon och påhängsvagnar"
556683-8826,Trailercentralen i Örebro AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559199-4016,Karved Sweden AB,70220,Konsultverksamhet avseende företags organisation
559199-4016,Karved Sweden AB,69201,Redovisning och bokföring
559199-4016,Karved Sweden AB,82110,Kombinerade kontorstjänster
559199-4016,Karved Sweden AB,64992,"Handel med och förvaltning av värdepapper, för egen räkning"
559086-1828,JIPP i Karlskoga AB,47740,Specialiserad butikshandel med sjukvårdsartiklar
559086-1828,JIPP i Karlskoga AB,86905,Fysioterapeutisk verksamhet  o.d.
559258-0095,Eyra Bostad AB,68320,Fastighetsförvaltning på uppdrag
559302-7583,NA Fastigheter Förvaltning 8 AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559195-2949,Nim Rail AB,42120,Anläggning av järnvägar och tunnelbanor
559195-2949,Nim Rail AB,42220,Anläggningsarbeten för el och telekommunikation
559195-2949,Nim Rail AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559160-6479,Eliot Bil i Kumla AB,45110,Handel med personbilar och lätta motorfordon
556820-9281,Advokat Mats Lundström AB,69101,Advokatbyråverksamhet
556570-4177,Sky Movies AB,74203,Press- och övrig fotografverksamhet
559055-4795,Närke Måleri AB,43341,Måleriarbeten
559055-4795,Närke Måleri AB,78200,Personaluthyrning
559055-4795,Närke Måleri AB,81300,Skötsel och underhåll av grönytor
559150-3668,Berga Matglädje AB,10520,Glasstillverkning
559150-3668,Berga Matglädje AB,47299,Övrig specialiserad butikshandel med livsmedel
556546-8484,Rytab Montage AB,43221,Värme- och sanitetsarbeten
556335-5204,Alpharay Teknik AB,46699,Partihandel med diverse övriga maskiner och utrustning
559250-1927,iAudit Revision AB,69202,Revision
556246-2639,Redhorn Music Aktiebolag,90030,Litterärt och konstnärligt skapande
556246-2639,Redhorn Music Aktiebolag,90020,Stödtjänster till artistisk verksamhet
556870-0529,Pennybridge roasters AB,47540,Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater
556870-0529,Pennybridge roasters AB,85599,Diverse övrig utbildning
556870-0529,Pennybridge roasters AB,47299,Övrig specialiserad butikshandel med livsmedel
559263-7937,Framtidens Förskola Örebro AB,85100,Förskoleutbildning
556942-4020,MARRON chokladfackhandel AB,47919,Postorderhandel och detaljhandel på Internet med övriga varor
556942-4020,MARRON chokladfackhandel AB,85599,Diverse övrig utbildning
556942-4020,MARRON chokladfackhandel AB,73111,Reklambyråverksamhet
556942-4020,MARRON chokladfackhandel AB,74102,Grafisk designverksamhet
556942-4020,MARRON chokladfackhandel AB,41200,Byggande av bostadshus och andra byggnader
556711-7675,Davisa AB,86212,"Annan allmän öppen hälso- och sjukvård, ej primärvård"
556711-7675,Davisa AB,01500,Blandat jordbruk
559413-6557,Wafa bemanning AB,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus
556058-4442,Aktiebolaget Edlunds Järnhandel,47522,Specialiserad butikshandel med järn- och VVS-varor
559251-2031,Regenergy Frövi Aktiebolag,03220,Fiskodling i sötvatten
559251-2031,Regenergy Frövi Aktiebolag,01134,Odling av grönsaker (köksväxter) i växthus
559251-2031,Regenergy Frövi Aktiebolag,35300,Försörjning av värme och kyla
559326-4822,Jopa bygg och betong AB,43120,Mark- och grundarbeten
559326-4822,Jopa bygg och betong AB,43320,Byggnadssnickeriarbeten
559326-4822,Jopa bygg och betong AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556184-9463,Be-Ess Rör i Kumla Aktiebolag,43221,Värme- och sanitetsarbeten
556770-9257,BioEld Norden AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556770-9257,BioEld Norden AB,28210,Tillverkning av ugnar och brännare
556770-9257,BioEld Norden AB,28290,Övrig tillverkning av maskiner för allmänt ändamål
556770-9257,BioEld Norden AB,72190,Annan naturvetenskaplig och teknisk forskning och utveckling
559341-2173,Posteryard AB,74102,Grafisk designverksamhet
556440-7087,Hjälmartaxi AB,49320,Taxitrafik
559187-4804,Probaco i Närke AB,81221,Rengöring av byggnader
556610-4591,Nerikes Verkstad AB,25620,Metallegoarbeten
556338-9104,Bok & Papper i Askersund Aktiebolag,47610,Specialiserad butikshandel med böcker
556338-9104,Bok & Papper i Askersund Aktiebolag,47622,Specialiserad butikshandel med kontorsförbrukningsvaror
559430-3058,NCB AB,41200,Byggande av bostadshus och andra byggnader
556541-2995,Phatfly Music Aktiebolag,59200,Ljudinspelning och fonogramutgivning
556695-6891,Kiark i Örebro AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556293-1492,Askersunds Rör Aktiebolag,43221,Värme- och sanitetsarbeten
556287-0682,Bergslags El i Kopparberg Aktiebolag,43210,Elinstallationer
556551-2547,Reuterwall Holding AB,22230,Byggplastvarutillverkning
556551-2547,Reuterwall Holding AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559012-8186,Nyfosa Karossen Fastighets AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556778-8947,V7 Förvaltning AB,64992,"Handel med och förvaltning av värdepapper, för egen räkning"
556778-8947,V7 Förvaltning AB,70220,Konsultverksamhet avseende företags organisation
559137-4987,NETIK Nordisk Energiteknik AB,43222,Ventilationsarbeten
556335-0486,EKILAS Aktiebolag,25610,Beläggning och överdragning av metall
556335-0486,EKILAS Aktiebolag,31090,Tillverkning av andra möbler
559248-5477,Sävenfors Lodge AB,55101,Hotellverksamhet med restaurangrörelse
559248-5477,Sävenfors Lodge AB,55102,Drift av konferensanläggningar
559248-5477,Sävenfors Lodge AB,47299,Övrig specialiserad butikshandel med livsmedel
559248-5477,Sävenfors Lodge AB,47593,"Specialiserad butikshandel med glas, porslin och andra bosättningsvaror"
559214-1203,Ocean Cleaning Sweden AB,94990,Verksamhet i andra intresseorganisationer
559349-2522,SignMedia Europé AB,73120,Mediebyråverksamhet och annonsförsäljning
559156-9214,Idil Yildiz AB,56100,Restaurangverksamhet
556585-0319,Svela Måleri Aktiebolag,43341,Måleriarbeten
556267-5560,JBC Sport Aktiebolag,47642,Specialiserad butikshandel med cyklar
559174-2886,JBS Kakel & Klinker i Örebro AB,43330,Golv- och väggbeläggningsarbeten
559174-2886,JBS Kakel & Klinker i Örebro AB,41200,Byggande av bostadshus och andra byggnader
556893-7279,Atraco Installationer Brand & Säkerhet AB,80200,Säkerhetssystemtjänster
556997-4586,Trollsmedjan AB,25999,Diverse övrig metallvarutillverkning
556997-4586,Trollsmedjan AB,22290,Annan plastvarutillverkning
556997-4586,Trollsmedjan AB,32990,Diverse övrig tillverkning
559121-1049,Bröderna Olssons Buss AB,49390,Annan landtransport av passagerare
559121-1049,Bröderna Olssons Buss AB,49320,Taxitrafik
556954-5568,Platsy AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556251-3399,Kjellbergs Blomsterhandel Eftr Aktiebolag,47761,"Specialiserad butikshandel med blommor och andra växter, frön och gödselmedel"
556710-7536,Theol Förvaltning AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559090-4123,1Audio AB,90020,Stödtjänster till artistisk verksamhet
559090-4123,1Audio AB,71122,Teknisk konsultverksamhet inom industriteknik
559090-4123,1Audio AB,47919,Postorderhandel och detaljhandel på Internet med övriga varor
556847-1097,Sveborr Holding AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556847-1097,Sveborr Holding AB,69201,Redovisning och bokföring
559050-3511,AB Ytbehandling i Värmland,25610,Beläggning och överdragning av metall
559128-3600,Pizzans Hus AB,56100,Restaurangverksamhet
559070-3335,AB Husherren Fastigheter 5,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556406-6669,Grythyttans Bensin & Service Aktiebolag,47300,Specialiserad detaljhandel med drivmedel
556862-2145,Tehuset i Örebro AB,47299,Övrig specialiserad butikshandel med livsmedel
556334-1253,Videobiljarden i Örebro Aktiebolag,56100,Restaurangverksamhet
559033-9387,DAAG FOOD AB,56100,Restaurangverksamhet
559023-2590,Advokat Peter Sivenius Aktiebolag,69101,Advokatbyråverksamhet
556965-5284,Backa El AB,35110,Generering av elektricitet
559066-7456,ESA home AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559066-7456,ESA home AB,81100,Fastighetsrelaterade stödtjänster
559222-1070,M.Lundqvist Transport AB,49410,"Vägtransport, godstrafik"
559222-1070,M.Lundqvist Transport AB,43120,Mark- och grundarbeten
559222-1070,M.Lundqvist Transport AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559438-7176,isasplace AB,56100,Restaurangverksamhet
559044-9715,ND Fastighetsservice AB,81100,Fastighetsrelaterade stödtjänster
559259-8378,NST Nora Schakt och Transport AB,49410,"Vägtransport, godstrafik"
559259-8378,NST Nora Schakt och Transport AB,43120,Mark- och grundarbeten
559259-8378,NST Nora Schakt och Transport AB,02102,Skogsskötsel
559348-4883,Lignarii Bygg AB,41200,Byggande av bostadshus och andra byggnader
556905-6145,Fastighets AB 911,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556942-9193,Halleby Transport AB,49410,"Vägtransport, godstrafik"
559187-7922,Castellum Örebro Skrovet 5 AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559308-7603,Byggbröderna i Närke AB,41200,Byggande av bostadshus och andra byggnader
556743-9947,Kogi Finance AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556206-4559,Danfo Holding Aktiebolag,70100,Verksamheter som utövas av huvudkontor
556640-8125,Laxå Bruk AB,23991,Tillverkning av varor av sten- och mineralull
559358-5374,Gastrobreven AB,55101,Hotellverksamhet med restaurangrörelse
556880-0766,ME Entreprenad i Karlskoga AB,81300,Skötsel och underhåll av grönytor
556648-0801,Marie Andersson Skor AB,47721,Specialiserad butikshandel med skodon
559411-3457,Amare Omsorg AB,88101,Öppna sociala insatser för äldre personer
556874-4485,Bilvårdsproffsen i Örebro AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556971-6532,Lindesbergs Gym AB,93130,Drift av gymanläggningar
559091-0856,Aktiebolaget Waldesjös Väg & Mark,43120,Mark- och grundarbeten
559378-5107,Värmlands Flyttexpress i Sverige AB,49420,Flyttjänster
559378-5107,Värmlands Flyttexpress i Sverige AB,81210,Lokalvård
559331-7455,RK Byggmontage AB,41200,Byggande av bostadshus och andra byggnader
559389-0253,Patrik Markkanen Byggnadsställningar och Montage AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556971-9320,Restaurang Mona Vera AB,56100,Restaurangverksamhet
559260-9399,AM Sverige AB,56100,Restaurangverksamhet
556960-2278,Erki Erki AB,71122,Teknisk konsultverksamhet inom industriteknik
556960-2278,Erki Erki AB,72200,Samhällsvetenskaplig och humanistisk forskning och utveckling
556960-2278,Erki Erki AB,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus
559271-9628,Ålunda Bil AB,45110,Handel med personbilar och lätta motorfordon
559271-9628,Ålunda Bil AB,47750,Specialiserad butikshandel med kosmetika och hygienartiklar
559154-4852,Askerlund bygg AB,43320,Byggnadssnickeriarbeten
559272-3380,S Löfroth Invest AB,66190,Andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet
559272-3380,S Löfroth Invest AB,66220,Verksamhet utförd av försäkringsombud och försäkringsmäklare
559246-1809,Gasspisen 1 AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559027-3891,Meckona Entreprenad & Service AB,43320,Byggnadssnickeriarbeten
559026-7711,JOF Entreprenad Aktiebolag,49410,"Vägtransport, godstrafik"
559026-7711,JOF Entreprenad Aktiebolag,43120,Mark- och grundarbeten
556900-7593,G M M Maskin & Motor AB,43120,Mark- och grundarbeten
559402-1254,Solhems handelsträdgård i Fellingsbro AB,47761,"Specialiserad butikshandel med blommor och andra växter, frön och gödselmedel"
559402-1254,Solhems handelsträdgård i Fellingsbro AB,01191,Odling av prydnadsväxter i växthus
559402-1254,Solhems handelsträdgård i Fellingsbro AB,01301,Odling av plantskoleväxter i växthus
559402-1254,Solhems handelsträdgård i Fellingsbro AB,81300,Skötsel och underhåll av grönytor
559402-1254,Solhems handelsträdgård i Fellingsbro AB,01610,Service till växtodling
556864-2184,Fastighet Vesslan 34 i Örebro AB,00009,Huvudnäring okänd
559064-1592,Svenska One life gym AB,93130,Drift av gymanläggningar
559418-1181,ROKA Safety AB,46699,Partihandel med diverse övriga maskiner och utrustning
559298-9528,ElitTak Karlskoga AB,43912,Takarbeten av andra material än plåt
559116-5757,WM Glas AB,43342,Glasmästeriarbeten
559116-5757,WM Glas AB,33120,Reparation av maskiner
559116-5757,WM Glas AB,45202,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar"
556598-0884,Perssons Åkeri i Finnerödja AB,49410,"Vägtransport, godstrafik"
556926-4491,Novina nails and service AB,96022,Skönhetsvård
556926-4491,Novina nails and service AB,96040,Kroppsvård
559443-2873,Tobluc AB,45204,Däckservice
559443-2873,Tobluc AB,78200,Personaluthyrning
559443-2873,Tobluc AB,45110,Handel med personbilar och lätta motorfordon
559443-2873,Tobluc AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559443-2873,Tobluc AB,49410,"Vägtransport, godstrafik"
559176-0771,JR Coaching & Consulting AB,70220,Konsultverksamhet avseende företags organisation
559176-0771,JR Coaching & Consulting AB,85594,Personalutbildning
559243-8336,Taxi Green Örebro AB,49320,Taxitrafik
559243-8336,Taxi Green Örebro AB,77210,Uthyrning och leasing av fritids- och sportutrustning
559424-0094,Fröbergs Åkeri AB,49410,"Vägtransport, godstrafik"
556192-0942,DANORA Aktiebolag,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556549-6519,Tony Larsson TEXTPRINT i Örebro Aktiebolag,18122,Tryckning av böcker och övriga trycksaker
559004-3245,Svenska Ekologiska Bageriet AB,10710,Tillverkning av mjukt matbröd och färska bakverk
559248-3183,Hellbergstorp Gård AB,96090,Övriga konsumenttjänster
559248-3183,Hellbergstorp Gård AB,01500,Blandat jordbruk
559248-3183,Hellbergstorp Gård AB,85599,Diverse övrig utbildning
556763-8118,Fastigheten Chauffören 1 AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559169-4012,Parlayan Food AB,56100,Restaurangverksamhet
556895-6212,Johan Alkmans Schakt AB,49410,"Vägtransport, godstrafik"
556895-6212,Johan Alkmans Schakt AB,43120,Mark- och grundarbeten
559423-0434,NBE Energy AB,46521,Partihandel med elektronikkomponenter
556312-0913,Degerfors IndustriPlåt Aktiebolag,25620,Metallegoarbeten
556312-0913,Degerfors IndustriPlåt Aktiebolag,25120,Tillverkning av dörrar och fönster av metall
556312-0913,Degerfors IndustriPlåt Aktiebolag,25500,"Smidning, pressning, prägling och valsning av metall; pulvermetallurgi"
