name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Bygglaget Örebro AB,https://www.allabolag.se/foretag/bygglaget-%C3%B6rebro-ab/%C3%B6rebro/-/5566794359,[],556679-4359,24967,Bygglaget Örebro AB,2005-04-20,Aktiebolag,5,"Johansdalsvägen 8, 702 31 Örebro","Johansdalsvägen 8, 702 31 Örebro",Örebro,100Tkr,"['43999 Annan övrig specialiserad bygg- och anläggningsverksamhet', '41000 Byggande av bostadshus och andra byggnader', '91300 Bevarande, restaurering och annan stödverksamhet avseende kulturarv']","Bolaget skall äga och förvalta aktier, bedriva konsultativ verksamhet inom byggindustri, idka farmarverksamhet samt därmed förenlig verksamhet.",,,https://hockeysverige.se/sponsrade/anders-kellerstam-bygglaget-bakom-lagbygget-tre-kronor/
Hällefors Ekobriketter Aktiebolag,https://www.allabolag.se/foretag/h%C3%A4llefors-ekobriketter-aktiebolag/h%C3%A4llefors/-/5564929791,['ekstromcamilla@hotmail.com'],556492-9791,24961,Hällefors Ekobriketter Aktiebolag,1994-09-21,Aktiebolag,3,"Ramströmsvägen 1 Fd Sågverket, 712 34 Hällefors","Ramströmsvägen 1, 712 34 Hällefors",Hällefors,100Tkr,['16260 Tillverkning av fasta bränslen av vegetabilisk biomassa'],"Föremålet för bolagets verksamhet är att tillverka biobränsle, idka handel med värdepapper och därmed förenlig verksamhet.",Jessica Camilla Elionor Ekström,,https://ekobriketter.se/
Bloton Öppenvård Aktiebolag,https://www.allabolag.se/foretag/bloton-%C3%B6ppenv%C3%A5rd-aktiebolag/%C3%B6rebro/-/5567651913,"['johanna.breslin@bloton.se', '072-9922341ingela.oberg@bloton.se', 'barbro.stalnacke@bloton.se', 'per.asell@bloton.se', 'therese.wellving@bloton.se', 'moa.adolfsson@bloton.se', 'karolin.skanetofth@bloton.se', 'hanna.sundling@bloton.se', 'malin.bandgren@bloton.se', 'emma.more@bloton.se', 'kristin.wiklund@bloton.se', 'liv.aslaksen@bloton.se', 'kenneth.blomberg@bloton.se', 'ellen.simander@bloton.se', 'info@bloton.se', 'henrik.hogild@bloton.se', 'linn.klintenber@bloton.se', 'stefan.tonnvik@bloton.se', 'carolin.hilmander@bloton.se']",556765-1913,24933,Bloton Öppenvård Aktiebolag,2008-09-09,Aktiebolag,34,"Olaigatan 6, 703 39 Örebro","Olaigatan 6, 703 39 Örebro",Örebro,100Tkr,"['88991 Öppna sociala insatser för barn och ungdomar med sociala problem', '87991 Heldygnsvård med boende för barn och ungdomar med sociala problem', '88993 Övriga öppna sociala insatser för vuxna', '86930 Psykologi- och psykoterapiverksamhet, utom läkare', '85599 Annan övrig utbildning']","Bolaget skall bedriva psykosocial behandling för ungdomar och vuxna, undervisning och föreläsningar och förvaltning av värdepapper, samt därmed förenlig verksamhet.",Johan Stefan Tonnvik,019-500 46 50,https://www.bloton.se/
Ängsgårdens System AB,https://www.allabolag.se/foretag/%C3%A4ngsg%C3%A5rdens-system-ab/lindesberg/-/5567657365,['info@angsgardensystem.se'],556765-7365,24915,Ängsgårdens System AB,2008-09-11,Aktiebolag,11,"Skrinnargatan 9, 711 34 Lindesberg","Skrinnargatan 9, 711 34 Lindesberg",Lindesberg,100Tkr,['46720 Partihandel med reservdelar och tillbehör till motorfordon'],"Bolaget ska bedriva import, export, försäljning och montering av lastbilsdetaljer för fordonsindustrin och enskilda åkare, uthyrning av personal samt annan därmed förenlig verksamhet.",Ewa Marie Selander,0581-100 30,https://angsgardensystem.se/
Bergslagens VVS AB,https://www.allabolag.se/foretag/bergslagens-vvs-ab/lindesberg/-/5568303266,"['info@bergslagensvvs.se', '00info@bergslagensvvs.se']",556830-3266,24883,Bergslagens VVS AB,2010-12-08,Aktiebolag,10,"Löpargatan 4, 711 34 Lindesberg","Löpargatan 4, 711 34 Lindesberg",Lindesberg,50Tkr,['47522 Detaljhandel med järn- och VVS-varor'],Bolaget ska bedriva VVS arbeten och därmed förenlig verksamhet,,070-248 31 40,https://www.bergslagensvvs.se/
Erik Gustafssons Isolerings Aktiebolag,https://www.allabolag.se/foretag/erik-gustafssons-isolerings-aktiebolag/%C3%B6rebro/-/5561811406,"['info@egibygg.se', 'info@gustafssonsisolering.se']",556181-1406,24849,Erik Gustafssons Isolerings Aktiebolag,1973-01-01,Aktiebolag,18,"Maskingatan 1 a, 702 86 Örebro","Maskingatan 1 a, 702 86 Örebro",Örebro,100Tkr,"['41000 Byggande av bostadshus och andra byggnader', '42222 Anläggningsarbeten för telekommunikation', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",Bolaget skall bedriva isoleringsverksamhet företrädesvis inom elbranschen samt ävensom idka därmed av förenlig verksamhet.,Christian Emanuel Trygg,,https://www.gustafssonsisolering.se/
Ljungs Elektriska Aktiebolag,https://www.allabolag.se/foretag/ljungs-elektriska-aktiebolag/karlskoga/-/5561238402,"['info@ljunsel.se', 'info@ljungsel.se']",556123-8402,24847,Ljungs Elektriska Aktiebolag,1969-02-24,Aktiebolag,13,"Västra Rävåsgatan 16, 691 35 Karlskoga","Västra Rävåsgatan 16, 691 35 Karlskoga",Karlskoga,100Tkr,['43210 Elinstallationer'],Bolaget skall bedriva försäljning och installation av elektrisk utrustning samt idka därmed förenlig verksamhet.,Karl Per Anders Ljung,0586-332 44,https://www.ljungsel.se/
LaxåVärme Aktiebolag,https://www.allabolag.se/foretag/lax%C3%A5v%C3%A4rme-aktiebolag/lax%C3%A5/-/5564708187,['rickard.nilsson@laxavarme.se'],556470-8187,24842,LaxåVärme Aktiebolag,1993-08-10,Aktiebolag,4,"Maskinvägen 2, 695 30 Laxå","Box 99, 695 22 Laxå",Laxå,2 000Tkr,['35300 Försörjning av värme och kyla'],Bolaget skall bedriva produktion samt distibution av energi samt idka därmed förenlig verksamhet.,Christer Rickard Nilsson,0584-44 40 80,https://www.laxavarme.se/
Örhus Invest Aktiebolag,https://www.allabolag.se/foretag/%C3%B6rhus-invest-aktiebolag/%C3%B6rebro/-/5560719196,['info@orhus.se'],556071-9196,24713,Örhus Invest Aktiebolag,1960-05-10,Aktiebolag,4,"Ekersgatan 26, 703 42 Örebro","Ekersgatan 26, 703 42 Örebro",Örebro,720Tkr,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget skall äga och förvalta fast egendom och värdepapper -bedriva uthyrning av maskiner och inventarier inom industrin, jordbruk, skogsbruk och fastighetsförvaltning samt idka annan därmed förenlig verksamhet.",Carl-Gustav Ragnvald Petersson,019-14 04 00,https://orhus.se/
Bruhns Barnvagnar AB,https://www.allabolag.se/foretag/bruhns-barnvagnar-ab/%C3%B6rebro/-/5566514179,[],556651-4179,24663,Bruhns Barnvagnar AB,2003-11-19,Aktiebolag,9,"Kundvägen 3, 702 36 Örebro","Kundvägen 3, 702 36 Örebro",Örebro,400Tkr,"['47789 Övrig specialiserad detaljhandel', '47510 Detaljhandel med textilier', '47641 Detaljhandel med spel och leksaker, utom via internet eller postorder']","Bolagets verksamhet är försäljning och marknadsföring av barnvagnar, barnartiklar, leksaker, kläder både i butik och via internetbutik, civila och uniformerade väktartjänster, handel med värdepapper, uthyrning av kock samt utbildning inom matlagning och därmed förenlig verksamhet.",,019-18 78 41,https://www.lekia.se/butiker/orebro-marieberg-lekia-och-babya/
Edlunds Bil i Örebro AB,https://www.allabolag.se/foretag/edlunds-bil-i-%C3%B6rebro-ab/%C3%B6rebro/-/5591331797,['info@edlundsbil.se'],559133-1797,24647,Edlunds Bil i Örebro AB,2017-11-09,Aktiebolag,3,"Kryptongatan 8, 703 74 Örebro","c/o kryptongatan 8, Kryptongatan 8, 703 74 Örebro",Örebro,50Tkr,['47811 Detaljhandel med personbilar och lätta motorfordon'],Aktiebolaget skall bedriva handel med begagnade fordon och därmed förenlig verksamhet.,,,https://edlundsbil.se/
Bäckaskogs Plåt AB,https://www.allabolag.se/foretag/b%C3%A4ckaskogs-pl%C3%A5t-ab/%C3%B6rebro/-/5566105473,"['info@bspab.com', 'emil@bspab.com', 'mailinfo@bspab.com']",556610-5473,24625,Bäckaskogs Plåt AB,2001-05-02,Aktiebolag,17,"Vattengatan 2, 702 27 Örebro","c/o Jonas Hansson Levin, Vattengatan 2, 702 27 Örebro",Örebro,100Tkr,['43411 Takarbeten av plåt'],Bolaget skall bedriva plåtslageri ävensom idka därmed förenlig verksamhet.,Per Jonas Daniel Hansson Levin,019-33 33 13,https://www.bspab.com/
FALLA Jord & Skog Närkeskil AB,https://www.allabolag.se/foretag/falla-jord-skog-n%C3%A4rkeskil-ab/%C3%B6rebro/-/5594164294,[],559416-4294,24566,FALLA Jord & Skog Närkeskil AB,2023-01-02,Aktiebolag,4,"Falla 833, 705 92 Örebro","Falla 833, 705 92 Örebro",Örebro,50Tkr,"['01199 Odling av övriga ett- och tvååriga växter', '01461 Uppfödning av smågrisar', '02101 Skogsförvaltning', '43120 Mark- och grundarbeten']","Bolaget ska bedriva verksamhet inom skogs- och lantbruk, maskinstationsverksamhet inom skogs- och lantbruk, samt äga och förvalta fastigheter och därmed förenlig verksamhet.",,,https://www.grisforetagaren.se/artikel/2237875/tio-i-topp-2024--slaktgrisproduktion.html
Möbelmästarna i Örebro AB,https://www.allabolag.se/foretag/m%C3%B6belm%C3%A4starna-i-%C3%B6rebro-ab/%C3%B6rebro/-/5564899804,['info@israelssonsmobler.se'],556489-9804,24492,Möbelmästarna i Örebro AB,1994-07-22,Aktiebolag,5,"Radiatorvägen 1, 702 27 Örebro","Radiatorvägen 1, 702 27 Örebro",Örebro,180Tkr,['47551 Detaljhandel med möbler'],Bolaget skall bedriva försäljning av möbler och möbeltillbehör samt idka därmed förenlig verksamhet.,Frank Gunnar Wallin,,https://israelssonsmobler.se/
Kungsleden Dockan AB,https://www.allabolag.se/foretag/kungsleden-dockan-ab/%C3%B6rebro/-/5568652134,[],556865-2134,24488,Kungsleden Dockan AB,2011-09-21,Aktiebolag,0,Örebro,"c/o Castellum Mitt AB, Box 1824, 701 18 Örebro",Örebro,50Tkr,['64212 Holdingverksamhet i icke-finansiella koncerner'],"Bolaget skall, direkt'och/eller indirekt genom bolag, äga och förvalta samt köpa och sälja fast egendom, samt bedriva därmed förenlig verksamhet.",Per Göran Gavelin,,"https://news.cision.com/se/kungsleden-ab/i/dockan-9,c1566789"
Handelskammaren Mälardalens Serviceaktiebolag,https://www.allabolag.se/foretag/handelskammaren-m%C3%A4lardalens-serviceaktiebolag/%C3%B6rebro/-/5561308882,"['jessica@handelskammarenmalardalen.se', 'mikael@handelskammarenmalardalen.se', 'magnus@handelskammarenmalardalen.se', 'marcus@handelskammarenmalardalen.se', 'henric@handelskammarenmalardalen.se', 'paula@handelskammarenmalardalen.se', 'emma@handelskammarenmalardalen.se', 'elise@handelskammarenmalardalen.se', 'jasmine@handelskammarenmalardalen.se', 'anneke@handelskammarenmalardalen.se', 'sandra@handelskammarenmalardalen.se', 'jesper@handelskammarenmalardalen.se', 'edith@handelskammarenmalardalen.se', 'oskar@handelskammarenmalardalen.se', 'pauline@handelskammarenmalardalen.se', 'info@handelskammarenmalardalen.se', 'kerstin@handelskammarenmalardalen.se', 'lars@handelskammarenmalardalen.se']",556130-8882,24444,Handelskammaren Mälardalens Serviceaktiebolag,1969-11-24,Aktiebolag,16,"Drottninggatan 31, 702 22 Örebro","Box 8044, 700 08 Örebro",Örebro,100Tkr,['70200 Konsultverksamhet avseende företags organisation'],"Bolaget skall mot ersättning tillhandagå medlemmarna i Örebro och Västmanlands läns Handelskammarförening med tjänster till främjande av näringslivet inom i första hand de båda länen såsom att i frågor av betydelse för länens näringsliv verkställa utredningar och under= sökningar i samhällsplanerings-, transport- och företagsekonomiska frågor, att tillhandagå med upplysningar i tull-, valuta-, importoch exportfrågor, att bedriva information och publicitet i lagstiftnings-, företagsekonomiska och därmed sammanhängande s= pörsmål ävensom att bedriva därmed förenlig verksamhet.",Karl Oskar Axelsson,019-689 35 00,https://handelskammarenmalardalen.se/
Cleverex Jobbförmedling & Utbildning AB,https://www.allabolag.se/foretag/cleverex-jobbf%C3%B6rmedling-utbildning-ab/%C3%B6rebro/-/5569039166,[],556903-9166,24381,Cleverex Jobbförmedling & Utbildning AB,2012-09-17,Aktiebolag,35,"Radiatorvägen 15, 702 27 Örebro","Box 22015, 702 02 Örebro",Örebro,60Tkr,"['78100 Arbetsförmedling och rekrytering', '70200 Konsultverksamhet avseende företags organisation', '85321 Gymnasial yrkesutbildning', '85591 Arbetsmarknadsutbildning', '85594 Personalutbildning']","Aktiebolaget skall bedriva försäljning- och konsultverksamhet på följande områden: marknadsföring, telecom och affärsutveckling och därmed förenlig verksamhet. Aktiebolaget har även för avsikt att bedriva verksamhet på området HR, rekrytering och arbetsmarknadspolitiska program och därmed förenlig verksamhet.",,019-609 00 66,https://xn--jobbfrmedling-mmb.cleverex.se/
Energioptimering 3E AB,https://www.allabolag.se/foretag/energioptimering-3e-ab/karlskoga/-/5567869416,[],556786-9416,24373,Energioptimering 3E AB,2009-08-13,Aktiebolag,7,"Kilsta Södra Industriväg 12, 691 37 Karlskoga","Kilsta Södra Industriväg 12, 691 37 Karlskoga",Karlskoga,1 000Tkr,['22210 Tillverkning av plasthalvfabrikat'],"Föremålet för bolagets verksamhet är att bedriva projektering av fjärrvärme, VVS och industriprojekt samt försäljning av VVS- produkter och konsulttjänster inom ovan nämnda branscher. Även bedriva produktion, utveckling och framställning av mediarör inom fjärrvärme, fjärrkyla och vattendistribution och därmed förenlig verksamhet.",Tomas Marco Venuti,,https://www.eoab.se/
Maranders Sprängteknik AB,https://www.allabolag.se/foretag/maranders-spr%C3%A4ngteknik-ab/%C3%B6rebro/-/5591296123,[],559129-6123,24333,Maranders Sprängteknik AB,2017-10-18,Aktiebolag,2,"Sanatorieskogen 7 a Daniel Marander, 702 28 Örebro","c/o MARANDERS SPRÄNGTEKNIK AB, Sanatorieskogen 7 a Daniel Marander, 702 28 Örebro",Örebro,50Tkr,['43120 Mark- och grundarbeten'],"Bolaget skall utföra spräng- och anläggningsarbeten, äga och förvalta fast egendom, idka handel med värdepapper och därmed förenlig verksamhet.",,,https://bygg.se/maranders-sprangteknik-ab/
Elgesta Förvaltning AB,https://www.allabolag.se/foretag/elgesta-f%C3%B6rvaltning-ab/%C3%B6rebro/-/5565403036,"['annika@agromind.se', 'info@agromind.se']",556540-3036,24278,Elgesta Förvaltning AB,1997-03-13,Aktiebolag,8,"Älgesta 335, 705 92 Örebro","Älgesta 335, 705 92 Örebro",Örebro,100Tkr,"['01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '01462 Uppfödning av slaktsvin']","Bolaget skall bedriva lantbruksverksamhet, förvaltning av fastigheter och värdepapper samt därmed förenlig verksamhet.",,070-567 18 57,https://www.agromind.se/lantbruket/
Productor Förvaltning 1 i Katrinelund AB,https://www.allabolag.se/foretag/productor-f%C3%B6rvaltning-1-i-katrinelund-ab/stora-mell%C3%B6sa/-/5563244358,['info@productor.se'],556324-4358,24196,Productor Förvaltning 1 i Katrinelund AB,1988-06-03,Aktiebolag,0,"Katrinelund 470, 715 92 Stora Mellösa","Katrinelund 470, 715 92 Stora Mellösa",Stora Mellösa,250Tkr,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget ska bedriva förvaltning av fastigheter och värdepapper, samt därmed förenlig verksamhet.",,019-611 63 50,https://productor.se/
Aktiebolaget Adabacum Bygg- & Fastighetsadministration,https://www.allabolag.se/foretag/aktiebolaget-adabacum-bygg-fastighetsadministration/%C3%B6rebro/-/5564604857,['mattias.bjorn@abacum.se'],556460-4857,24181,Aktiebolaget Adabacum Bygg- & Fastighetsadministration,1993-01-25,Aktiebolag,0,"Stortorget 20, 702 11 Örebro","Stortorget 20, 702 11 Örebro",Örebro,160Tkr,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],"Bolaget skall sälja konsulttjänster, utbildning och hjälpmedel inom området byggande och fastighetsförvaltning samt därmed förenlig verksamhet.",,019-30 73 30,https://abacum.se/
Sunnermark Fastigheter AB,https://www.allabolag.se/foretag/sunnermark-fastigheter-ab/%C3%B6rebro/-/5568999162,[],556899-9162,24134,Sunnermark Fastigheter AB,2012-08-02,Aktiebolag,1,"Slottsgatan 12 1tr, 703 61 Örebro","Örnsrogatan 2, 702 32 Örebro",Örebro,50Tkr,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],"Aktiebolaget ska bedriva konsultverksamhet inom fastighets- branschen, äga och bedriva förvaltning av fastigheter samt därmed förenlig verksamhet.",,,https://www.oru.se/nyheter/nyhetsarkiv/nyhetsarkiv-2014/ragnarsson-fastigheter-bidrar-till-medicinsk-forskning/
Adriansson Schakt och Transport Aktiebolag,https://www.allabolag.se/foretag/adriansson-schakt-och-transport-aktiebolag/hallsberg/-/5564142932,"['jovelina@adriansson.net', 'adriansson@adriansson.net', 'pontus@adriansson.net', 'timmy.andreasson@adriansson.net', 'pernilla@adriansson.net', 'henrik@adriansson.net', 'sara.gunnarsson@adriansson.net', 'dan.landin@adriansson.net', 'per@adriansson.net']",556414-2932,24125,Adriansson Schakt och Transport Aktiebolag,1990-12-21,Aktiebolag,1,,"Box 41, 694 21 Hallsberg",Hallsberg,500Tkr,['43120 Mark- och grundarbeten'],"Aktiebolaget ska bedriva tranport- och åkeriverksamhet, mark- och anläggningsarbeten, sortering och återvinning av grus, sten, jord, schaktmassor, betongskrot, trä, plast, och andra rest- produkter, handel med dessa varor. Vidare ska bolaget bedriva uthyrning av maskintjänster, lager och containrar, äga och förvalta fastigheter samt idka handel med värdepapper och därmed förenlig verksamhet.",Per Johan Adriansson,0582-526 00,https://adriansson.net/
RIMA Seafood AB,https://www.allabolag.se/foretag/rima-seafood-ab/kumla/-/5567788327,[],556778-8327,24101,RIMA Seafood AB,2009-03-04,Aktiebolag,3,"Västra Drottninggatan 40, 692 33 Kumla","Vattenverksgatan 6, 702 27 Örebro",Örebro,100Tkr,['46322 Partihandel med fisk- och fiskprodukter'],Bolaget skall bedriva grossistverksamhet med fisk och skaldjur och därmed förenlig verksamhet.,Johan Richard Ekbom,,https://rimaseafood.se/
UJ-Trading Aktiebolag,https://www.allabolag.se/foretag/uj-trading-aktiebolag/gusselby/-/5562274547,"['mikael.loman@uj-trading.se', 'uj@uj-trading.se', 'micael.persson@uj-trading.se', 'invoice@uj-trading.se', 'jonas.larsson@uj-trading.se']",556227-4547,24076,UJ-Trading Aktiebolag,1983-04-06,Aktiebolag,6,"Gransnåret 17, 711 95 Gusselby","Gransnåret 17, 711 95 Gusselby",Gusselby,1 500Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget skall bedriva köp och försäljning av såväl fast som lös egendom i såväl parti som till konsument, företrädesvis med maskiner och hanteringsutrustning för träindustrin, solarier, ävensom idka därmed förenlig verksamhet.",Jonas Daniel Larsson,,https://ujtrading.se/sv/hem/
Spintr AB,https://www.allabolag.se/foretag/spintr-ab/%C3%B6rebro/-/5567462428,['dennis@spintr.me'],556746-2428,24049,Spintr AB,2007-12-11,Aktiebolag,16,"Storgatan 6, 703 61 Örebro","Storgatan 6, 703 61 Örebro",Örebro,106Tkr,"['62100 Dataprogrammering', '62201 Datakonsultverksamhet']","Bolaget ska tillhandahålla konsulttjäntser inom personal- och ledningsfrågor, utveckla IT-stöd för intern kommunikation hos företag och organisationer, förvalta värdepapper och fastigheter samt bedriva därmed förenlig verksamhet.",Björn Herbert Daniel Hagenfeldt,020-12 11 33,https://www.spintr.com/sv/
