name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Bornegård & W Måleri Sverige AB,https://www.allabolag.se/foretag/borneg%C3%A5rd-w-m%C3%A5leri-sverige-ab/nora/-/5591135883,[],559113-5883,2493,Bornegård & W Måleri Sverige AB,2017-05-29,Aktiebolag,1,"Pershyttan Gamla Gruvkontoret 625, 713 91 Nora","Pershyttan Gamla Gruvkontoret 625, 713 91 Nora",Nora,50Tkr,['43341 Måleriarbeten'],"Bolaget ska utföra måleritjänster, äga och förvalta fastigheter, utföra bygg- och renoveringsarbeten på fastigheter, äga och förvalta aktier och värdepapper samt därmed förenlig verksamhet.",Dan Peter Bornegård,,
Thermo Foam i Mälardalen AB,https://www.allabolag.se/foretag/thermo-foam-i-m%C3%A4lardalen-ab/%C3%B6rebro/-/5591330260,[],559133-0260,2492,Thermo Foam i Mälardalen AB,2017-11-09,Aktiebolag,1,"Vesslevägen 1 b, 703 48 Örebro","c/o BARTLOMIEJ NOWAK, Vesslevägen 1 b, 703 48 Örebro",Örebro,50Tkr,['41000 Byggande av bostadshus och andra byggnader'],"Bolaget ska bedriva verksamhet inom teknisk isolering, tätning och slitageskydd på bostadshus och andra byggnader samt att äga och förvalta aktier, värdepapper, andelar i andra bolag och annan fast och lös egendom samt därmed förenlig verksamhet",,,
Tresam Aktiebolag,https://www.allabolag.se/foretag/tresam-aktiebolag/%C3%B6rebro/-/5562266246,[],556226-6246,2490,Tresam Aktiebolag,1982-12-24,Aktiebolag,0,"Vattenverksgatan 7, 702 27 Örebro","Vattenverksgatan 7, 702 27 Örebro",Örebro,500Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],Aktiebolaget ska bedriva fastighetsförvaltning och därmed förenlig verksamhet.,,,
Walterson Fastigheter i Lindesberg AB,https://www.allabolag.se/foretag/walterson-fastigheter-i-lindesberg-ab/lindesberg/-/5567337372,[],556733-7372,2489,Walterson Fastigheter i Lindesberg AB,2007-07-03,Aktiebolag,2,"Trädgårdsgatan 11, 711 30 Lindesberg","c/o Walterson, Trädgårdsgatan 11, 711 30 Lindesberg",Lindesberg,100Tkr,"['43320 Byggnadssnickeriarbeten', '81100 Fastighetsrelaterad stödverksamhet']","Bolaget ska bedriva byggverksamhet, fastighetsförvaltning och därmed förenlig verksamhet.",Dan Yngve Walterson,,
ERPAX Entreprenad AB,https://www.allabolag.se/foretag/erpax-entreprenad-ab/fjugesta/-/5594396813,[],559439-6813,2489,ERPAX Entreprenad AB,2023-06-29,Aktiebolag,1,"Västra Långgatan 30, 716 31 Fjugesta","Västra Långgatan 30, 716 31 Fjugesta",Fjugesta,25Tkr,"['41000 Byggande av bostadshus och andra byggnader', '43330 Golv- och väggbeläggningsarbeten', '43210 Elinstallationer']","Bolagets verksamhet är byggentreprenader, elinstallationer, kakel och naturstensarbeten, uthyrning av arbetskraft, handel med värdepapper samt förenlig verksamhet.",,,
Trailer Christer Transport AB,https://www.allabolag.se/foretag/trailer-christer-transport-ab/%C3%B6rebro/-/5593163982,[],559316-3982,2487,Trailer Christer Transport AB,2021-05-07,Aktiebolag,1,"Blankhult 259, 705 92 Örebro","Blankhult 259, 705 92 Örebro",Örebro,50Tkr,"['49410 Vägtransport, godstrafik']",Föremålet för bolagets verksamhet är åkeriverksamhet med inriktning på specialtransporter samt uthyrning av arbetskraft samt handel med värdepapper och därmed förenlig verksamhet.,,,
Bergslagen bildelar AB,https://www.allabolag.se/foretag/bergslagen-bildelar-ab/%C3%B6rebro/-/5593413999,[],559341-3999,2487,Bergslagen bildelar AB,2021-10-19,Aktiebolag,0,"Kilsgatan 3, 703 54 Örebro","c/o Örebro Tvättdepå, Kilsgatan 3, 703 54 Örebro",Örebro,25Tkr,"['47811 Detaljhandel med personbilar och lätta motorfordon', '47820 Detaljhandel med reservdelar och tillbehör till motorfordon']",Handel samt försäljning av reservdelar till motorfordon.,,,
Zertrade i Örebro AB,https://www.allabolag.se/foretag/zertrade-i-%C3%B6rebro-ab/%C3%B6rebro/-/5565104881,[],556510-4881,2486,Zertrade i Örebro AB,1995-03-07,Aktiebolag,3,,"Box 22017, 702 02 Örebro",Örebro,100Tkr,[],"Bolaget skall bedriva försäljning av städ- och renhållningstjänster, rengöring av ventilationssystem ävensom idka därmed förenlig verksamhet.",,019-22 27 90,
Örebro Elektrikern Aktiebolag,https://www.allabolag.se/foretag/%C3%B6rebro-elektrikern-aktiebolag/%C3%B6rebro/-/5561668848,[],556166-8848,2483,Örebro Elektrikern Aktiebolag,1972-01-01,Aktiebolag,3,"Floragatan 8, 702 13 Örebro","c/o Johan Kumlin, Floragatan 8, 702 13 Örebro",Örebro,510Tkr,['43210 Elinstallationer'],"Bolaget ska bedriva elektrisk installationsrörelse samt tillhandahållande av totalentreprenad inom bygg, el, VVS samt ventilation och närliggande verksamheter samt därmed förenlig verksamhet. Bolaget ska dessutom bedriva handel med värdepappaer och fastighe= ter och därmed förenlig verksamhet.",Johan Olof Kumlin,019-10 04 90,
Öhlunds Emballage & Entreprenad AB,https://www.allabolag.se/foretag/%C3%B6hlunds-emballage-entreprenad-ab/fjugesta/-/5593300436,[],559330-0436,2482,Öhlunds Emballage & Entreprenad AB,2021-08-10,Aktiebolag,2,"Staveläng Höglunda, 716 93 Fjugesta","Staveläng Höglunda, 716 93 Fjugesta",Fjugesta,25Tkr,['16240 Träförpackningstillverkning'],"Bolaget ska bedriva emballage tillverkning, snickerier inom bygg, mark entreprenad, och därmed förenlig verksamhet.",,,
MK Transport i Örebro AB,https://www.allabolag.se/foretag/mk-transport-i-%C3%B6rebro-ab/vintrosa/-/5592088032,[],559208-8032,2482,MK Transport i Örebro AB,2019-06-12,Aktiebolag,1,"Bäck 530, 719 91 Vintrosa","c/o Malin Karlsson, Bäck 530, 719 91 Vintrosa",Vintrosa,50Tkr,"['49410 Vägtransport, godstrafik']",Bolaget skall utföra godstransporter inom Sverige.,,,
Bergman industrihus AB,https://www.allabolag.se/foretag/bergman-industrihus-ab/%C3%B6rebro/-/5562533231,[],556253-3231,2482,Bergman industrihus AB,1984-12-11,Aktiebolag,0,"Virkesvägen 8, 703 83 Örebro","Virkesvägen 8, 703 83 Örebro",Örebro,150Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],Bolaget ska äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.,,016-12 04 15,
Promkälldalen AB,https://www.allabolag.se/foretag/promk%C3%A4lldalen-ab/karlskoga/-/5563397149,[],556339-7149,2481,Promkälldalen AB,1988-11-02,Aktiebolag,1,"Fabriksgatan 18, 691 41 Karlskoga","Box 84, 691 22 Karlskoga",Karlskoga,100Tkr,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Föremålet för bolagets verksamhet är förvaltning av fastigheter och värdepapper och därmed förenlig verksamhet.,,,
Merie Taxi AB,https://www.allabolag.se/foretag/merie-taxi-ab/%C3%B6rebro/-/5593451288,[],559345-1288,2481,Merie Taxi AB,2021-11-09,Aktiebolag,3,"Sigillgatan 105, 703 78 Örebro","c/o Goitom Okbazghi, Sigillgatan 105, 703 78 Örebro",Örebro,25Tkr,"['49330 Passagerartrafik på beställning, fordon med förare']",Taxiverksamhet främst persontransport.,,,
Färgaren Fastigheter AB,https://www.allabolag.se/foretag/f%C3%A4rgaren-fastigheter-ab/karlskoga/-/5562524206,[],556252-4206,2480,Färgaren Fastigheter AB,1985-01-08,Aktiebolag,2,"Häsängsvägen 6, 691 42 Karlskoga","Häsängsvägen 6, 691 42 Karlskoga",Karlskoga,1 000Tkr,"['59110 Produktion av film, video och tv-program', '59200 Ljudinspelning och musikutgivning']",Bolaget skall bedriva handel med värdepapper samt fastighetsförvaltning.,,0586-640 40,
Elins framtid AB,https://www.allabolag.se/foretag/elins-framtid-ab/%C3%B6rebro/-/5591930523,[],559193-0523,2480,Elins framtid AB,2019-01-30,Aktiebolag,5,,"Osmundgatan 3, 703 63 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],"Kioskvaror och gatukök, godis, tobak, kaffe.",,,
Alltumat i Örebro AB,https://www.allabolag.se/foretag/alltumat-i-%C3%B6rebro-ab/%C3%B6rebro/-/5592261100,[],559226-1100,2480,Alltumat i Örebro AB,2019-11-08,Aktiebolag,2,"Karlsgatan 32 t, 703 41 Örebro","c/o RÖDIN, Karlsgatan 32 t, 703 41 Örebro",Örebro,50Tkr,['70200 Konsultverksamhet avseende företags organisation'],Konsultverksamhet inom process och affärsutveckling samt renovering och ombyggnad av fastigheter och därmed förenlig verksamhet,Kjell Ingvar Rödin,,
MG Grossist AB,https://www.allabolag.se/foretag/mg-grossist-ab/%C3%B6rebro/-/5592837339,[],559283-7339,2478,MG Grossist AB,2020-11-17,Aktiebolag,0,,"c/o AHMAD HAMAD, Markörvägen 13, 703 84 Örebro",Örebro,25Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Aktiebolaget ska bedriva partihandel av livsmedelsvaror samt därmed förenlig verksamhet.,Khaled Soubhi Brkat,,
Her Mind AB,https://www.allabolag.se/foretag/her-mind-ab/%C3%B6rebro/-/5593663114,[],559366-3114,2477,Her Mind AB,2022-02-17,Aktiebolag,1-4,"Termikgatan 23 d, 702 39 Örebro","Termikgatan 23 d, 702 39 Örebro",Örebro,25Tkr,"['86999 Annan övrig hälso- och sjukvård', '86102 Specialiserad sluten somatisk hälso- och sjukvård på sjukhus', '85594 Personalutbildning']","Verksamheten avser att bedriva konsulttjänster inom utbildning, terapi och vårdtjänster samt därmed förenlig verksamhet. Handel med aktier och aktiefonder. Verksamheten avser även att bedriva fastighetsförvaltning och uthyrning av fritidsboende i fjällen.",,,
Hyttringe lantbruk AB,https://www.allabolag.se/foretag/hyttringe-lantbruk-ab/fjugesta/-/5569183931,[],556918-3931,2476,Hyttringe lantbruk AB,2013-01-08,Aktiebolag,2,"Hyttringe 1, 716 91 Fjugesta","Hyttringe 1, 716 91 Fjugesta",Fjugesta,50Tkr,"['01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '43120 Mark- och grundarbeten']","Föremålet för bolagets verksamhet är att bedriva lantbruk och därtill hörande entreprenadverksamhet inom gräv och schakt, snöröjning och lantbrukskörslor samt därmed förenlig verksamhet.",,,
Crosspeed AB,https://www.allabolag.se/foretag/crosspeed-ab/karlskoga/-/5592436900,[],559243-6900,2475,Crosspeed AB,2020-02-20,Aktiebolag,0,"Västra Lonntorp 156, 691 91 Karlskoga","c/o Marko Jokinen, Västra Lonntorp 156, 691 91 Karlskoga",Karlskoga,25Tkr,"['46720 Partihandel med reservdelar och tillbehör till motorfordon', '46810 Partihandel med bränslen']","Aktiebolaget ska bedriva handel med bil-, MC-däck och biltillbehör och till detta tillhörande verksamhet. Import av släpvagnar, försäljning samt uthyrning av släpvagnar, bilsimulatorer.",,,
Fröbergs Åkeri AB,https://www.allabolag.se/foretag/fr%C3%B6bergs-%C3%A5keri-ab/%C3%A5torp/-/5594240094,[],559424-0094,2474,Fröbergs Åkeri AB,2023-02-28,Aktiebolag,1,"Åtorp 741, 693 94 Åtorp","c/o Ulf Fröberg, Åtorp 741, 693 94 Åtorp",Åtorp,25Tkr,"['49410 Vägtransport, godstrafik']",Bolaget skall bedriva åkerinäring och entreprenadverksamhet inom skog och därmed förenlig verksamhet samt äga och förvalta fast och lös egendom.,Ulf Helgo Fröberg,,
Brobytorps Entreprenad AB,https://www.allabolag.se/foretag/brobytorps-entreprenad-ab/%C3%B6stansj%C3%B6/-/5592120801,[],559212-0801,2473,Brobytorps Entreprenad AB,2019-07-09,Aktiebolag,1,"Sandtorp Brobytorp 746, 694 93 Östansjö","Sandtorp Brobytorp 746, 694 93 Östansjö",Östansjö,50Tkr,['43120 Mark- och grundarbeten'],Entreprenad verksamhet inom mark-och anläggning.,,,
Bilhandel i Kumla AB,https://www.allabolag.se/foretag/bilhandel-i-kumla-ab/%C3%B6rebro/-/5591645493,[],559164-5493,2473,Bilhandel i Kumla AB,2018-07-03,Aktiebolag,0,"Apelvägen 15, 703 58 Örebro","c/o Senada Selman, Apelvägen 15, 703 58 Örebro",Örebro,50Tkr,"['47811 Detaljhandel med personbilar och lätta motorfordon', '95311 Allmän service och reparation av motorfordon utom motorcyklar']","Aktiebolaget ska bedriva handel med personbilar och lätta motorfordon (säljer, köper, byter, förmedlar) samt bilverkstadsverksamhet (allmän service och reparation av motorfordon).",,,
W Performance AB,https://www.allabolag.se/foretag/w-performance-ab/hallsberg/-/5594726761,[],559472-6761,2471,W Performance AB,2024-02-19,Aktiebolag,1,"Elvas Gata 13, 694 37 Hallsberg","c/o Daniel Wilhelmsson, Elvas Gata 13, 694 37 Hallsberg",Hallsberg,25Tkr,"['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik', '43120 Mark- och grundarbeten', '85510 Sport- och fritidsutbildning']",Föremålet för bolagets verksamhet är konsultverksamhet inom projektledning och event och därmed förenlig verksamhet,Emil Daniel Wilhelmsson,,
Delta Marketing AB,https://www.allabolag.se/foretag/delta-marketing-ab/askersund/-/5591017511,"[""kontakt@delta.se"", ""kontakt@delta.se""]",559101-7511,2470,Delta Marketing AB,2017-02-22,Aktiebolag,2,"Trädgårdsgatan 5 B, 696 30 Askersund","Trädgårdsgatan 5 b, 696 30 Askersund",Askersund,50Tkr,['62100 Dataprogrammering'],"Digital marknadsföring, produktion av hemsidor och utveckling av webbaserade tjänster och funktioner samt äga och förvalta fast och lös egendom.",Erik Magnus Gunnarsson,0583-130 30,https://www.delta.se/
zazr sushi AB,https://www.allabolag.se/foretag/zazr-sushi-ab/%C3%B6rebro/-/5591310031,[],559131-0031,2469,zazr sushi AB,2017-10-26,Aktiebolag,2,"Rudbecksgatan 145, 702 80 Örebro","c/o SASHIMI SUSHI, Rudbecksgatan 145, 702 80 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],SUSHI RESTAURANG,,,
Projektledning Fredrik Persson AB,https://www.allabolag.se/foretag/projektledning-fredrik-persson-ab/%C3%B6rebro/-/5594660663,[],559466-0663,2469,Projektledning Fredrik Persson AB,2024-01-02,Aktiebolag,1,"Västmannagatan 14, 703 42 Örebro","Västmannagatan 14, 703 42 Örebro",Örebro,25Tkr,['68120 Utformning av byggprojekt'],Företaget ska bedriva konsultverksamhet inom området byggande och fastighetsförvaltning.,,,
Håkan Hjorts Entreprenad AB,https://www.allabolag.se/foretag/h%C3%A5kan-hjorts-entreprenad-ab/karlskoga/-/5569110660,[],556911-0660,2468,Håkan Hjorts Entreprenad AB,2012-11-20,Aktiebolag,1,"Bofors Industriområde, 691 50 Karlskoga","Bofors Industriområde, 691 50 Karlskoga",Karlskoga,50Tkr,"['49410 Vägtransport, godstrafik', '25510 Beläggning och överdragning av metall']","Bolaget skall bedriva transporttjänster, personaluthyrning och markarbeten såsom schaktning, snöröjning och grävning samt därmed förenlig verksamhet. Bolaget skall även bedriva konsulttjänster inom ovan angivna områden samt inom ytbehandling, beläggning och målning av metallföremål.",,,
Månsson Golfutveckling AB,https://www.allabolag.se/foretag/m%C3%A5nsson-golfutveckling-ab/%C3%B6rebro/-/5592720477,[],559272-0477,2467,Månsson Golfutveckling AB,2020-09-17,Aktiebolag,1,"Oskarsvägen 4 b, 702 14 Örebro","Oskarsvägen 4 b, 702 14 Örebro",Örebro,25Tkr,['74120 Grafisk design och visuell kommunikation'],Produktion av banguider till golfbanor och därmed förenlig verksamhet,,,
Xmandie Music AB,https://www.allabolag.se/foretag/xmandie-music-ab/%C3%B6rebro/-/5590384672,[],559038-4672,2466,Xmandie Music AB,2015-12-02,Aktiebolag,0,"Runnabyvägen 7 c, 705 92 Örebro","c/o MARIA JANZON, Runnabyvägen 7 c, 705 92 Örebro",Örebro,50Tkr,"['90390 Annan stödverksamhet avseende konstnärligt skapande och scenkonst', '90110 Litterärt skapande och musikkomposition', '73120 Mediebyråverksamhet och annonsförsäljning', '18122 Tryckning av böcker och övriga trycksaker', '18130 Grafiska tjänster före tryckning (prepress/premedia)']","Bolaget har till föremål för sin verksamhet att idka musik- producerande verksamhet, musikförlagsverksamhet, kompositörs- verksamhet och handelsrörelse inom musikbranschen samt idka därmed förenlig verksamhet.",,,
VOPAB i Kumla AB,https://www.allabolag.se/foretag/vopab-i-kumla-ab/kumla/-/5565234845,[],556523-4845,2466,VOPAB i Kumla AB,1995-07-26,Aktiebolag,1,"Älvestavägen 10, 692 92 Kumla","Älvestavägen 10, 692 92 Kumla",Kumla,100Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '61100 Trådbunden och trådlös telekommunikation samt telekommunikation via satellit']","Bolaget skall bedriva fastighetsförvaltning, konstruktion inom el samt förädling av profilprodukter.",,,
Heberg Lantbruk AB,https://www.allabolag.se/foretag/heberg-lantbruk-ab/fjugesta/-/5591975338,[],559197-5338,2465,Heberg Lantbruk AB,2019-03-05,Aktiebolag,0,"Binninge Dansgården, 716 91 Fjugesta","Binninge Dansgården, 716 91 Fjugesta",Fjugesta,50Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],Föremålet för bolagets verksamhet är att äga och förvalta fast egendom samt bedriva därmed förenlig verksamhet.,,,
ML-Trä AB,https://www.allabolag.se/foretag/ml-tr%C3%A4-ab/%C3%B6rebro/-/5566253745,[],556625-3745,2464,ML-Trä AB,2002-04-02,Aktiebolag,2,"Dyringe 326, 705 94 Örebro","Dyringe 326, 705 94 Örebro",Örebro,100Tkr,['16240 Träförpackningstillverkning'],Bolaget skall bedriva tillverkning och försäljning av träprodukter och därmed förenlig verksamhet.,,019-24 12 44,
Alpäng Bygg & Montage AB,https://www.allabolag.se/foretag/alp%C3%A4ng-bygg-montage-ab/%C3%B6rebro/-/5590368113,[],559036-8113,2464,Alpäng Bygg & Montage AB,2015-11-24,Aktiebolag,1,"Holmgatan 12, 703 58 Örebro","Holmgatan 12, 703 58 Örebro",Örebro,50Tkr,['43320 Byggnadssnickeriarbeten'],"Bolaget ska bedriva bygg-, design- och inredningsverksamhet, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",,,
EMBERO AB,https://www.allabolag.se/foretag/embero-ab/kumla/-/5568889769,[],556888-9769,2462,EMBERO AB,2012-03-28,Aktiebolag,2,"Östra Gatan 51, 692 31 Kumla","c/o Seyed najibollah Moosawi, Östra Gatan 51, 692 31 Kumla",Kumla,50Tkr,['56110 Restaurangverksamhet'],Bolaget ska bedriva försäljning av varm och kall mat samt därmed förenlig verksamhet.,Seyed Najibollah Moosawi,,
